trade_date,date_str,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma10,ma20,ma60,dif,dea,macd,kdj_k,kdj_d,kdj_j,rsi6,rsi12,rsi24,boll_upper,boll_mid,boll_lower
20260306,2026-03-06,1395.0,1407.5,1388.0,1402.0,1399.04,2.96,0.2116,29154.15,4072328.833,1413.7,1443.35,1467.61,1422.7,-2.928,9.8123,-25.4806,8.32,11.57,1.8,4.22,17.56,55.82,1559.96,1467.61,1375.26
20260309,2026-03-09,1262.99,1263.0,1252.55,1256.0,1262.98,-6.98,-0.5527,27860.12,3500590.715,1376.88,1420.42,1460.36,1419.82,-17.1975,4.4103,-43.2156,5.99,9.71,-1.45,1.44,9.15,43.85,1588.37,1460.36,1332.35
20260309,2026-03-09,1390.0,1404.9,1383.2,1397.0,1402.0,-5.0,-0.3566,37441.62,5220095.639,1371.04,1413.44,1458.86,1419.37,-16.9334,0.1416,-34.15,24.32,14.58,43.79,43.49,39.51,53.22,1589.08,1458.86,1328.64
20260310,2026-03-10,1404.9,1409.49,1398.0,1401.88,1397.0,4.88,0.3493,24625.92,3457808.916,1371.18,1404.46,1455.2,1418.9,-16.1443,-3.1156,-26.0574,38.47,22.54,70.31,46.23,40.32,54.74,1587.5,1455.2,1322.91
20260311,2026-03-11,1402.99,1405.99,1398.02,1400.0,1401.88,-1.88,-0.1341,24456.73,3425363.892,1371.38,1397.84,1448.95,1418.6,-15.492,-5.5909,-19.8022,49.68,31.59,85.87,49.8,41.94,47.35,1579.27,1448.95,1318.64
20260312,2026-03-12,1395.0,1403.95,1391.01,1392.0,1400.0,-8.0,-0.5714,27586.46,3850521.717,1369.38,1391.54,1440.8,1418.45,-15.4426,-7.5612,-15.7628,56.33,39.84,89.31,48.84,37.46,49.34,1563.75,1440.8,1317.86
20260313,2026-03-13,1392.48,1417.62,1392.0,1413.64,1392.0,21.64,1.5546,33607.83,4738808.558,1400.9,1388.89,1435.74,1418.63,-13.5016,-8.7493,-9.5046,69.05,49.58,108.01,51.8,43.32,49.02,1554.3,1435.74,1317.17
20260316,2026-03-16,1420.0,1466.0,1420.0,1460.18,1413.64,46.54,3.2922,60086.35,8711525.836,1413.54,1392.29,1432.5,1419.43,-8.1145,-8.6223,1.0156,78.46,59.2,116.97,95.59,50.6,48.91,1544.5,1432.5,1320.5
20260317,2026-03-17,1468.0,1498.07,1461.19,1485.0,1460.18,24.82,1.6998,49453.61,7347310.632,1430.16,1400.67,1431.51,1420.5,-1.8214,-7.2621,10.8814,83.87,67.42,116.75,90.83,55.12,46.94,1541.26,1431.51,1321.75
20260318,2026-03-18,1489.0,1496.5,1463.15,1468.8,1485.0,-16.2,-1.0909,35551.0,5239992.522,1443.92,1407.65,1429.73,1421.22,1.8376,-5.4422,14.5596,85.27,73.37,109.06,78.1,54.83,43.26,1535.8,1429.73,1323.66
20260319,2026-03-19,1472.96,1473.0,1446.0,1452.87,1468.8,-15.93,-1.0846,30318.59,4404953.481,1456.1,1412.74,1428.04,1421.73,3.4126,-3.6712,14.1676,77.06,74.6,81.98,69.86,55.98,44.95,1531.48,1428.04,1324.61
20260320,2026-03-20,1452.96,1462.5,1439.0,1445.0,1452.87,-7.87,-0.5417,26132.34,3782818.26,1462.37,1431.64,1426.03,1421.93,3.9799,-2.141,12.2418,68.19,72.46,59.63,69.92,55.25,43.48,1526.45,1426.03,1325.61
20260323,2026-03-23,1433.33,1435.0,1400.03,1408.07,1445.0,-36.93,-2.5557,47255.89,6669708.665,1451.95,1432.74,1423.09,1421.55,1.433,-1.4262,5.7184,50.77,65.23,21.84,48.12,50.64,42.32,1522.0,1423.09,1324.19
20260324,2026-03-24,1416.0,1417.59,1400.18,1407.33,1408.07,-0.74,-0.0526,28561.79,4017694.387,1436.41,1433.29,1418.88,1421.5,-0.6378,-1.2685,1.2614,38.93,56.46,3.85,24.22,73.18,42.31,1512.79,1418.88,1324.96
20260325,2026-03-25,1410.11,1417.87,1401.01,1410.27,1407.33,2.94,0.2089,26093.46,3677905.549,1424.71,1434.32,1416.08,1421.54,-2.0184,-1.4185,-1.1998,31.69,48.21,-1.34,3.65,53.52,43.8,1507.49,1416.08,1324.67
20260326,2026-03-26,1409.0,1413.9,1400.3,1401.18,1410.27,-9.09,-0.6446,23092.89,3243387.502,1414.37,1435.23,1413.39,1421.42,-3.8022,-1.8952,-3.814,21.52,39.31,-14.06,4.0,49.82,43.25,1503.21,1413.39,1323.56
20260327,2026-03-27,1400.0,1426.0,1396.66,1416.02,1401.18,14.84,1.0591,30087.11,4257499.781,1408.57,1435.47,1412.18,1421.68,-3.9726,-2.3107,-3.3238,20.71,33.11,-4.09,24.55,53.9,45.9,1501.18,1412.18,1323.18
20260330,2026-03-30,1407.0,1431.0,1402.52,1420.0,1416.02,3.98,0.2811,28684.59,4060684.934,1410.96,1431.45,1411.87,1421.77,-3.7434,-2.5972,-2.2924,21.6,29.27,6.25,31.76,56.95,44.02,1500.72,1411.87,1323.03
20260331,2026-03-31,1468.0,1479.93,1448.41,1450.0,1420.0,30.0,2.1127,61690.66,9015486.797,1419.49,1427.95,1414.31,1422.37,-1.128,-2.3034,2.3508,35.75,31.43,44.39,84.04,58.66,48.66,1504.52,1414.31,1324.1
20260401,2026-04-01,1464.49,1469.99,1452.88,1459.44,1450.0,9.44,0.651,29125.14,4256185.472,1429.33,1427.02,1417.33,1423.33,1.6871,-1.5053,6.3848,48.97,37.28,72.34,87.07,49.79,50.37,1509.32,1417.33,1325.35
20260402,2026-04-02,1459.44,1464.88,1452.1,1459.88,1459.44,0.44,0.0301,21064.37,3071809.846,1441.07,1427.72,1420.23,1424.5,3.9084,-0.4226,8.662,57.95,44.17,85.52,86.59,41.54,51.68,1513.73,1420.23,1326.72
20260403,2026-04-03,1459.54,1469.96,1455.0,1460.0,1459.88,0.12,0.0082,20193.73,2953993.081,1449.86,1429.22,1430.43,1425.88,5.6139,0.7847,9.6584,63.99,50.78,90.42,100.0,46.67,52.95,1487.43,1430.43,1373.42
20260407,2026-04-07,1460.05,1470.0,1435.05,1440.02,1460.0,-19.98,-1.3685,24152.18,3507471.653,1453.87,1432.41,1432.58,1426.11,5.2922,1.6862,7.212,60.02,53.86,72.34,68.76,45.29,53.42,1487.59,1432.58,1377.57
20260408,2026-04-08,1460.0,1469.08,1452.13,1465.02,1440.02,25.0,1.7361,33836.1,4947937.007,1456.87,1438.18,1435.74,1426.73,6.9742,2.7438,8.4608,67.38,58.36,85.4,76.49,56.52,55.58,1490.58,1435.74,1380.89
20260409,2026-04-09,1465.02,1465.02,1447.5,1460.49,1465.02,-4.53,-0.3092,20704.76,3012278.579,1457.08,1443.2,1438.76,1427.35,7.8511,3.7653,8.1716,70.47,62.4,86.61,58.81,71.64,54.93,1492.04,1438.76,1385.48
20260410,2026-04-10,1459.14,1459.71,1441.1,1453.96,1460.49,-6.53,-0.4471,28865.56,4187181.529,1455.9,1448.48,1441.86,1428.04,7.9278,4.5978,6.66,69.13,64.64,78.11,45.16,68.37,71.83,1490.94,1441.86,1392.78
20260413,2026-04-13,1444.0,1446.5,1433.0,1443.31,1453.96,-10.65,-0.7325,25213.64,3629675.49,1452.56,1451.21,1443.34,1428.45,7.048,5.0878,3.9204,53.41,60.9,38.43,37.6,62.27,57.17,1490.68,1443.34,1396.0
20260414,2026-04-14,1442.6,1448.6,1435.0,1446.9,1443.31,3.59,0.2487,24232.61,3492544.23,1453.94,1453.9,1442.68,1428.84,6.5647,5.3832,2.363,48.13,56.64,31.1,40.68,67.71,57.0,1489.43,1442.68,1395.93
20260415,2026-04-15,1444.98,1470.79,1442.0,1467.5,1446.9,20.6,1.4237,34553.48,5049317.187,1454.43,1455.65,1441.8,1429.78,7.7546,5.8575,3.7942,62.52,58.6,70.35,69.38,69.09,59.91,1485.93,1441.8,1397.67
20260416,2026-04-16,1467.45,1477.41,1460.0,1462.84,1467.5,-4.66,-0.3175,24512.84,3597294.838,1454.9,1455.99,1441.5,1430.86,8.2267,6.3313,3.7908,64.08,60.43,71.38,47.84,65.8,60.51,1484.98,1441.5,1398.03
20260417,2026-04-17,1400.0,1421.0,1399.87,1407.24,1462.84,-55.6,-3.8008,96824.99,13631929.446,1445.56,1450.73,1439.22,1431.17,4.0675,5.8785,-3.622,45.89,55.58,26.5,23.8,36.73,49.14,1484.81,1439.22,1393.64
20260420,2026-04-20,1403.0,1413.94,1400.0,1410.89,1407.24,3.65,0.2594,36451.39,5127146.041,1439.07,1445.82,1437.52,1431.65,1.0537,4.9135,-7.7196,35.33,48.83,8.33,28.19,34.37,42.49,1484.64,1437.52,1390.4
20260421,2026-04-21,1411.0,1419.9,1410.0,1412.01,1410.89,1.12,0.0794,21754.27,3074595.192,1432.1,1443.02,1437.71,1432.25,-1.2302,3.6848,-9.83,28.77,42.14,2.03,32.46,34.66,38.01,1484.37,1437.71,1391.06
20260422,2026-04-22,1415.0,1419.0,1404.98,1409.5,1412.01,-2.51,-0.1778,26915.93,3793827.534,1420.5,1437.46,1437.82,1432.85,-3.2058,2.3067,-11.025,23.32,35.87,-1.78,28.78,34.06,39.8,1484.2,1437.82,1391.44
20260423,2026-04-23,1408.0,1419.7,1405.1,1419.0,1409.5,9.5,0.674,37701.09,5332831.151,1411.73,1433.32,1438.26,1433.98,-3.9593,1.0535,-10.0256,23.77,31.84,7.64,18.52,42.9,44.04,1483.75,1438.26,1392.77
20260424,2026-04-24,1413.1,1458.88,1413.1,1458.49,1419.0,39.49,2.7829,55455.31,8003410.999,1421.98,1433.77,1441.13,1435.95,-1.3543,0.5719,-3.8524,41.05,34.91,53.33,48.06,47.99,52.13,1484.06,1441.13,1398.19
20260427,2026-04-27,1420.0,1420.0,1402.2,1403.2,1458.49,-55.29,-3.7909,72797.74,10239763.452,1420.44,1429.76,1440.48,1437.06,-3.7085,-0.2842,-6.8486,28.8,32.87,20.65,48.19,36.56,49.27,1485.24,1440.48,1395.73
20260428,2026-04-28,1402.0,1409.39,1400.11,1405.0,1403.2,1.8,0.1283,34004.42,4772513.712,1419.04,1425.57,1439.73,1438.11,-5.3671,-1.3008,-8.1326,21.4,29.05,6.11,47.32,38.26,49.65,1486.31,1439.73,1393.16
20260429,2026-04-29,1405.0,1409.75,1400.28,1401.17,1405.0,-3.83,-0.2726,34813.13,4881691.348,1417.37,1418.93,1437.29,1439.08,-6.9109,-2.4228,-8.9762,15.0,24.37,-3.72,45.18,39.55,48.65,1486.5,1437.29,1388.08
20260430,2026-04-30,1400.0,1401.17,1380.0,1384.79,1401.17,-16.38,-1.169,52752.67,7316111.748,1410.53,1411.13,1433.56,1440.1,-9.3484,-3.8079,-11.081,12.03,20.25,-4.43,40.22,35.52,47.61,1486.66,1433.56,1380.47
20260506,2026-05-06,1365.1,1379.0,1360.05,1375.0,1384.79,-9.79,-0.707,47806.04,6550750.94,1393.83,1407.9,1429.32,1439.05,-11.9326,-5.4328,-12.9996,13.06,17.85,3.47,32.62,27.29,43.94,1486.71,1429.32,1371.92
20260507,2026-05-07,1375.0,1388.0,1370.01,1371.05,1375.0,-3.95,-0.2873,40461.47,5573286.315,1387.4,1403.92,1424.87,1438.55,-14.1363,-7.1735,-13.9256,12.42,16.04,5.17,1.98,27.38,42.77,1485.75,1424.87,1363.99
20260508,2026-05-08,1371.66,1382.77,1370.0,1372.99,1371.05,1.94,0.1415,33368.53,4582855.939,1381.0,1400.02,1421.52,1437.65,-15.547,-8.8482,-13.3976,12.64,14.91,8.11,9.92,38.53,37.59,1485.96,1421.52,1357.07
20260511,2026-05-11,1372.89,1372.89,1361.0,1361.33,1372.99,-11.66,-0.8492,57135.1,7790721.392,1373.03,1395.2,1416.33,1435.76,-17.4052,-10.5596,-13.6912,8.86,12.89,0.79,4.08,34.24,34.31,1482.6,1416.33,1350.06
20260512,2026-05-12,1362.0,1363.58,1350.5,1354.55,1361.33,-6.78,-0.498,50837.43,6886304.982,1366.98,1388.76,1411.04,1432.92,-19.2036,-12.2884,-13.8304,7.85,11.21,1.12,3.84,32.37,33.49,1479.25,1411.04,1342.82
20260513,2026-05-13,1354.5,1358.6,1338.0,1344.09,1354.55,-10.46,-0.7722,56967.87,7653257.144,1360.8,1377.32,1405.54,1429.4,-21.2282,-14.0764,-14.3036,8.06,10.16,3.86,4.35,30.86,32.4,1476.68,1405.54,1334.41
20260514,2026-05-14,1338.0,1369.06,1335.18,1342.17,1344.09,-1.92,-0.1428,55244.34,7428592.859,1355.03,1371.21,1400.49,1426.52,-22.7256,-15.8062,-13.8388,8.5,9.61,6.28,5.28,26.47,34.28,1474.48,1400.49,1326.49
20260515,2026-05-15,1335.15,1339.28,1327.11,1332.95,1342.17,-9.22,-0.6869,58183.65,7749366.54,1347.02,1364.01,1394.79,1423.32,-24.3753,-17.52,-13.7106,8.29,9.17,6.54,4.62,2.81,27.65,1471.13,1394.79,1318.45
20260518,2026-05-18,1336.0,1342.68,1319.61,1323.0,1332.95,-9.95,-0.7465,49660.97,6594983.723,1339.35,1356.19,1387.56,1420.29,-26.1838,-19.2528,-13.862,7.18,8.51,4.53,0.0,4.27,27.15,1462.34,1387.56,1312.78
20260519,2026-05-19,1321.9,1329.99,1318.0,1324.3,1323.0,1.3,0.0983,43254.64,5719170.335,1333.3,1350.14,1380.64,1417.29,-27.1986,-20.842,-12.7132,7.79,8.27,6.83,3.28,3.72,28.07,1451.82,1380.64,1309.45
20260520,2026-05-20,1321.0,1332.99,1314.0,1315.0,1324.3,-9.3,-0.7023,47487.33,6271273.748,1327.48,1344.14,1376.02,1414.43,-28.4256,-22.3587,-12.1338,5.68,7.4,2.22,3.08,3.5,28.2,1451.54,1376.02,1300.51
20260521,2026-05-21,1312.98,1323.52,1311.0,1311.0,1315.0,-4.0,-0.3042,38868.38,5112740.391,1321.25,1338.14,1371.03,1411.53,-29.3821,-23.7634,-11.2374,3.78,6.2,-1.04,3.64,4.04,26.94,1449.8,1371.03,1292.26
20260522,2026-05-22,1310.95,1311.91,1290.12,1290.2,1311.0,-20.8,-1.5866,49157.14,6372389.482,1312.7,1329.86,1364.94,1408.58,-31.4558,-25.3019,-12.3078,2.56,4.98,-2.3,2.38,3.55,19.94,1448.77,1364.94,1281.11
20260525,2026-05-25,1287.0,1304.79,1277.0,1285.88,1290.2,-4.32,-0.3348,46352.76,5978725.158,1305.28,1322.31,1358.76,1405.15,-33.0668,-26.8549,-12.4238,4.92,4.96,4.83,2.62,3.54,19.96,1446.66,1358.76,1270.85
20260526,2026-05-26,1285.35,1289.89,1270.01,1273.38,1285.88,-12.5,-0.9721,45931.62,5867830.633,1295.09,1314.2,1351.48,1401.94,-34.9492,-28.4738,-12.9508,4.41,4.78,3.68,2.49,1.27,23.38,1442.29,1351.48,1260.66
20260527,2026-05-27,1268.02,1319.0,1250.1,1303.0,1273.38,29.62,2.3261,82727.91,10586574.902,1292.69,1310.09,1343.7,1399.4,-33.6629,-29.5116,-8.3026,21.99,10.52,44.94,36.78,25.73,30.56,1422.35,1343.7,1265.06
20260528,2026-05-28,1290.0,1304.0,1271.0,1275.98,1303.0,-27.02,-2.0737,45889.98,5895475.019,1285.69,1303.47,1337.34,1396.67,-34.4269,-30.4947,-7.8644,23.98,15.0,41.93,30.14,22.02,27.58,1416.29,1337.34,1258.39
20260529,2026-05-29,1270.6,1329.0,1270.0,1326.0,1275.98,50.02,3.9201,76478.05,10037388.211,1292.85,1302.77,1333.39,1395.0,-30.643,-30.5244,-0.2372,46.51,25.5,88.51,55.2,44.97,38.1,1406.06,1333.39,1260.73
20260601,2026-06-01,1327.0,1327.0,1301.31,1309.6,1326.0,-16.4,-1.2368,43844.6,5741133.268,1297.59,1301.43,1328.81,1393.47,-28.6375,-30.147,3.019,54.93,35.31,94.17,56.93,41.63,34.71,1395.08,1328.81,1262.55
20260602,2026-06-02,1306.0,1326.36,1301.0,1307.22,1309.6,-2.38,-0.1817,36361.85,4769963.104,1304.36,1299.73,1324.93,1391.94,-26.9297,-29.5035,5.1476,60.75,43.79,94.67,57.74,43.14,26.41,1386.56,1324.93,1263.31
20260603,2026-06-03,1304.0,1304.0,1276.0,1281.91,1307.22,-25.31,-1.9362,52476.52,6743202.681,1300.14,1296.42,1320.28,1389.94,-27.3038,-29.0636,3.5196,53.94,47.18,67.47,52.83,39.88,29.13,1380.11,1320.28,1260.45
20260604,2026-06-04,1278.99,1288.99,1266.69,1268.0,1281.91,-13.91,-1.0851,33506.17,4273269.325,1298.55,1292.12,1315.13,1390.14,-28.3954,-28.93,1.0692,43.52,45.96,38.65,37.04,36.94,27.37,1374.33,1315.13,1255.93
20260605,2026-06-05,1278.0,1283.0,1267.74,1272.86,1268.0,4.86,0.3833,31303.97,3984001.862,1287.92,1290.38,1310.12,1388.07,-28.5393,-28.8519,0.6252,38.63,43.52,28.86,48.62,40.02,28.88,1365.73,1310.12,1254.52
20260608,2026-06-08,1272.0,1278.0,1260.0,1262.98,1272.86,-9.88,-0.7762,30828.36,3898027.116,1278.59,1288.09,1305.2,1385.76,-29.115,-28.9045,-0.421,31.2,39.41,14.77,6.68,38.94,29.51,1359.2,1305.2,1251.21
20260610,2026-06-10,1252.08,1282.0,1250.21,1275.88,1256.0,19.88,1.5828,39244.14,4991686.419,1272.33,1288.34,1301.27,1383.69,-28.2052,-28.7646,1.1188,31.66,36.83,21.32,25.65,46.58,33.5,1351.65,1301.27,1250.89
20260611,2026-06-11,1272.12,1282.88,1266.91,1279.0,1275.88,3.12,0.2445,25351.98,3230008.22,1271.74,1285.94,1298.02,1381.81,-26.9221,-28.3961,2.948,33.28,35.64,28.56,29.84,48.35,34.64,1345.22,1298.02,1250.81
20260612,2026-06-12,1271.18,1295.0,1265.01,1291.91,1279.0,12.91,1.0094,50494.78,6477910.214,1276.53,1287.54,1295.5,1379.78,-24.5801,-27.6329,6.1056,40.29,37.19,46.49,58.68,54.45,36.95,1338.17,1295.5,1252.83
20260615,2026-06-15,1292.7,1292.7,1270.1,1271.1,1291.91,-20.81,-1.6108,41585.56,5303656.129,1276.17,1282.05,1292.41,1376.63,-24.1252,-26.9314,5.6124,36.01,36.8,34.42,52.4,42.01,35.89,1332.67,1292.41,1252.15
20260616,2026-06-16,1267.01,1267.88,1255.0,1255.67,1271.1,-15.43,-1.2139,34969.74,4399957.625,1274.71,1276.65,1289.04,1372.8,-24.7247,-26.4901,3.5308,27.39,33.66,14.84,38.55,44.6,34.94,1329.77,1289.04,1248.32
20260617,2026-06-17,1258.0,1259.77,1238.56,1240.0,1255.67,-15.67,-1.2479,44803.3,5581256.291,1267.54,1269.93,1284.83,1368.99,-26.1627,-26.4246,0.5238,19.11,28.81,-0.29,35.79,22.0,34.4,1327.49,1284.83,1242.17
20260618,2026-06-18,1235.0,1238.87,1211.22,1215.0,1240.0,-25.0,-2.0161,57471.73,7016713.941,1254.74,1263.24,1279.83,1365.03,-28.9854,-26.9368,-4.0972,14.24,23.95,-5.18,17.25,20.83,32.17,1329.96,1279.83,1229.7
20260622,2026-06-22,1214.31,1252.8,1205.0,1241.41,1215.0,26.41,2.1737,58251.31,7163236.298,1244.64,1260.58,1276.35,1361.63,-28.7599,-27.3014,-2.917,22.98,23.63,21.68,33.83,32.33,37.76,1327.0,1276.35,1225.7
20260623,2026-06-23,1239.0,1264.0,1217.0,1222.45,1241.41,-18.96,-1.5273,58004.05,7179745.911,1234.91,1255.54,1272.96,1358.54,-29.768,-27.7947,-3.9466,21.78,23.01,19.32,21.6,33.47,36.87,1328.3,1272.96,1217.62
20260624,2026-06-24,1222.65,1241.87,1207.51,1207.68,1222.45,-14.77,-1.2082,45335.28,5516574.46,1225.31,1250.01,1269.05,1355.21,-31.3967,-28.5151,-5.7632,15.51,20.51,5.52,22.72,33.31,35.29,1330.86,1269.05,1207.24
20260625,2026-06-25,1207.0,1227.0,1200.0,1212.1,1207.68,4.42,0.366,48446.49,5860481.755,1219.73,1243.63,1265.99,1351.91,-31.9624,-29.2046,-5.5156,14.59,18.54,6.69,29.3,33.15,36.86,1332.53,1265.99,1199.45
20260626,2026-06-26,1199.0,1199.0,1168.1,1168.63,1184.08,-15.45,-1.3048,50066.47,5922014.054,1210.45,1232.6,1259.27,1348.03,-35.5091,-30.4655,-10.0872,9.87,15.65,-1.69,23.18,27.94,33.48,1335.88,1259.27,1182.66
20260629,2026-06-29,1169.0,1215.0,1151.01,1194.96,1168.63,26.33,2.2531,66878.12,7949237.761,1201.16,1222.9,1255.22,1344.35,-35.7828,-31.529,-8.5076,19.11,16.8,23.73,42.54,32.2,39.09,1336.3,1255.22,1174.14
20260630,2026-06-30,1187.0,1195.67,1176.0,1185.49,1194.96,-9.47,-0.7925,39607.79,4684236.159,1193.77,1214.34,1248.19,1340.44,-36.3449,-32.4922,-7.7054,22.91,18.84,31.06,26.19,29.99,38.63,1327.86,1248.19,1168.52
20260701,2026-07-01,1180.1,1196.8,1166.33,1193.01,1185.49,7.52,0.6343,42473.81,5033838.236,1190.84,1208.07,1242.36,1336.16,-35.7712,-33.148,-5.2464,27.67,21.78,39.44,36.11,28.34,40.8,1320.25,1242.36,1164.48
20260702,2026-07-02,1193.01,1215.52,1190.51,1203.0,1193.01,9.99,0.8374,50870.15,6122360.932,1189.02,1204.37,1237.15,1331.88,-34.1171,-33.3418,-1.5506,33.78,25.78,49.78,47.69,34.34,38.01,1310.81,1237.15,1163.49
